mu_B,pressure,energy_density
1225.80000,75.29254,447.26968
1225.90000,75.33518,447.42313
1226.00000,75.37783,447.57664
1226.10000,75.42049,447.73014
1226.20000,75.46317,447.88364
1226.30000,75.50585,448.03712
1226.40000,75.54855,448.19054
1226.50000,75.59126,448.34399
1226.60000,75.63399,448.49742
1226.70000,75.67672,448.65098
1226.80000,75.71947,448.80443
1226.90000,75.76224,448.95780
1227.00000,75.80501,449.11129
1227.10000,75.84780,449.26471
1227.20000,75.89060,449.41814
1227.30000,75.93341,449.57151
1227.40000,75.97623,449.72484
1227.50000,76.01907,449.87830
1227.60000,76.06192,450.03169
1227.70000,76.10478,450.18516
1227.80000,76.14765,450.33844
1227.90000,76.19054,450.49182
1228.00000,76.23344,450.64518
1228.10000,76.27635,450.79847
1228.20000,76.31927,450.95186
1228.30000,76.36221,451.10521
1228.40000,76.40516,451.25858
1228.50000,76.44812,451.41198
1228.60000,76.49110,451.56533
1228.70000,76.53408,451.71863
1228.80000,76.57708,451.87199
1228.90000,76.62009,452.02540
1229.00000,76.66312,452.17877
1229.10000,76.70615,452.33214
1229.20000,76.74920,452.48555
1229.30000,76.79226,452.63891
1229.40000,76.83534,452.79218
1229.50000,76.87842,452.94543
1229.60000,76.92152,453.09866
1229.70000,76.96463,453.25189
1229.80000,77.00776,453.40517
1229.90000,77.05089,453.55841
1230.00000,77.09404,453.71172
1230.10000,77.13720,453.86496
1230.20000,77.18038,454.01820
1230.30000,77.22356,454.17147
1230.40000,77.26676,454.32479
1230.50000,77.30997,454.47806
1230.60000,77.35320,454.63139
1230.70000,77.39643,454.78470
1230.80000,77.43968,454.93804
1230.90000,77.48294,455.09127
1231.00000,77.52622,455.24448
1231.10000,77.56950,455.39774
1231.20000,77.61280,455.55098
1231.30000,77.65611,455.70421
1231.40000,77.69943,455.85744
1231.50000,77.74277,456.01058
1231.60000,77.78612,456.16382
1231.70000,77.82948,456.31696
1231.80000,77.87285,456.47011
1231.90000,77.91624,456.62322
1232.00000,77.95963,456.77632
1232.10000,78.00304,456.92948
1232.20000,78.04647,457.08267
1232.30000,78.08990,457.23586
1232.40000,78.13335,457.38905
1232.50000,78.17681,457.54227
1232.60000,78.22028,457.69549
1232.70000,78.26376,457.84874
1232.80000,78.30726,458.00184
1232.90000,78.35077,458.15504
1233.00000,78.39429,458.30814
1233.10000,78.43783,458.46130
1233.20000,78.48137,458.61452
1233.30000,78.52493,458.76767
1233.40000,78.56851,458.92080
1233.50000,78.61209,459.07389
1233.60000,78.65569,459.22699
1233.70000,78.69930,459.38012
1233.80000,78.74292,459.53314
1233.90000,78.78655,459.68616
1234.00000,78.83020,459.83922
1234.10000,78.87385,459.99233
1234.20000,78.91753,460.14543
1234.30000,78.96121,460.29856
1234.40000,79.00490,460.45166
1234.50000,79.04861,460.60477
1234.60000,79.09233,460.75793
1234.70000,79.13607,460.91106
1234.80000,79.17981,461.06413
1234.90000,79.22357,461.21711
1235.00000,79.26734,461.37018
1235.10000,79.31112,461.52311
1235.20000,79.35492,461.67609
1235.30000,79.39872,461.82907
1235.40000,79.44254,461.98211
1235.50000,79.48638,462.13512
1235.60000,79.53022,462.28816
1235.70000,79.57408,462.44118
1235.80000,79.61795,462.59425
1235.90000,79.66183,462.74730
1236.00000,79.70572,462.90032
1236.10000,79.74963,463.05325
1236.20000,79.79355,463.20628
1236.30000,79.83748,463.35936
1236.40000,79.88142,463.51240
1236.50000,79.92538,463.66536
1236.60000,79.96935,463.81825
1236.70000,80.01333,463.97127
1236.80000,80.05732,464.12423
1236.90000,80.10132,464.27722
1237.00000,80.14534,464.43015
1237.10000,80.18937,464.58308
1237.20000,80.23341,464.73609
1237.30000,80.27747,464.88910
1237.40000,80.32154,465.04199
1237.50000,80.36562,465.19496
1237.60000,80.40971,465.34786
1237.70000,80.45381,465.50091
1237.80000,80.49793,465.65387
1237.90000,80.54206,465.80679
1238.00000,80.58620,465.95973
1238.10000,80.63035,466.11260
1238.20000,80.67452,466.26543
1238.30000,80.71870,466.41829
1238.40000,80.76289,466.57106
1238.50000,80.80709,466.72396
1238.60000,80.85131,466.87676
1238.70000,80.89553,467.02969
1238.80000,80.93977,467.18256
1238.90000,80.98403,467.33541
1239.00000,81.02829,467.48837
1239.10000,81.07257,467.64118
1239.20000,81.11686,467.79399
1239.30000,81.16116,467.94692
1239.40000,81.20547,468.09980
1239.50000,81.24980,468.25266
1239.60000,81.29414,468.40545
1239.70000,81.33849,468.55831
1239.80000,81.38285,468.71116
1239.90000,81.42723,468.86390
1240.00000,81.47162,469.01663
1240.10000,81.51602,469.16936
1240.20000,81.56043,469.32210
1240.30000,81.60485,469.47491
1240.40000,81.64929,469.62779
1240.50000,81.69374,469.78067
1240.60000,81.73820,469.93353
1240.70000,81.78268,470.08641
1240.80000,81.82716,470.23924
1240.90000,81.87166,470.39190
1241.00000,81.91617,470.54470
1241.10000,81.96070,470.69747
1241.20000,82.00523,470.85013
1241.30000,82.04978,471.00278
1241.40000,82.09434,471.15560
1241.50000,82.13892,471.30837
1241.60000,82.18350,471.46104
1241.70000,82.22810,471.61384
1241.80000,82.27271,471.76659
1241.90000,82.31733,471.91938
1242.00000,82.36196,472.07220
1242.10000,82.40661,472.22495
1242.20000,82.45127,472.37766
1242.30000,82.49594,472.53035
1242.40000,82.54062,472.68310
1242.50000,82.58532,472.83566
1242.60000,82.63003,472.98827
1242.70000,82.67475,473.14103
1242.80000,82.71948,473.29376
1242.90000,82.76423,473.44650
1243.00000,82.80898,473.59919
1243.10000,82.85375,473.75184
1243.20000,82.89853,473.90452
1243.30000,82.94333,474.05718
1243.40000,82.98813,474.20984
1243.50000,83.03295,474.36238
1243.60000,83.07778,474.51502
1243.70000,83.12263,474.66772
1243.80000,83.16748,474.82046
1243.90000,83.21235,474.97319
1244.00000,83.25723,475.12583
1244.10000,83.30212,475.27835
1244.20000,83.34703,475.43102
1244.30000,83.39194,475.58357
1244.40000,83.43687,475.73616
1244.50000,83.48181,475.88873
1244.60000,83.52677,476.04130
1244.70000,83.57173,476.19391
1244.80000,83.61671,476.34654
1244.90000,83.66170,476.49918
1245.00000,83.70670,476.65174
1245.10000,83.75172,476.80435
1245.20000,83.79675,476.95712
1245.30000,83.84179,477.10967
1245.40000,83.88684,477.26233
1245.50000,83.93190,477.41492
1245.60000,83.97698,477.56742
1245.70000,84.02207,477.71990
1245.80000,84.06717,477.87240
1245.90000,84.11228,478.02493
1246.00000,84.15740,478.17742
1246.10000,84.20254,478.32988
1246.20000,84.24769,478.48247
1246.30000,84.29285,478.63501
1246.40000,84.33803,478.78763
1246.50000,84.38321,478.94025
1246.60000,84.42841,479.09286
1246.70000,84.47362,479.24541
1246.80000,84.51885,479.39798
1246.90000,84.56408,479.55042
1247.00000,84.60933,479.70279
1247.10000,84.65459,479.85507
1247.20000,84.69986,480.00750
1247.30000,84.74514,480.15995
1247.40000,84.79044,480.31242
1247.50000,84.83575,480.46497
1247.60000,84.88107,480.61752
1247.70000,84.92640,480.77006
1247.80000,84.97175,480.92261
1247.90000,85.01710,481.07503
1248.00000,85.06247,481.22753
1248.10000,85.10786,481.37991
1248.20000,85.15325,481.53234
1248.30000,85.19866,481.68480
1248.40000,85.24408,481.83721
1248.50000,85.28951,481.98963
1248.60000,85.33495,482.14201
1248.70000,85.38040,482.29455
1248.80000,85.42587,482.44705
1248.90000,85.47135,482.59955
1249.00000,85.51684,482.75208
1249.10000,85.56235,482.90442
1249.20000,85.60786,483.05686
1249.30000,85.65339,483.20931
1249.40000,85.69893,483.36162
1249.50000,85.74449,483.51394
1249.60000,85.79005,483.66613
1249.70000,85.83563,483.81856
1249.80000,85.88122,483.97091
1249.90000,85.92682,484.12334
1250.00000,85.97243,484.27568
1250.10000,86.01806,484.42801
1250.20000,86.06370,484.58047
1250.30000,86.10935,484.73282
1250.40000,86.15501,484.88516
1250.50000,86.20068,485.03753
1250.60000,86.24637,485.18988
1250.70000,86.29207,485.34230
1250.80000,86.33778,485.49458
1250.90000,86.38350,485.64690
1251.00000,86.42924,485.79919
1251.10000,86.47499,485.95148
1251.20000,86.52075,486.10374
1251.30000,86.56652,486.25596
1251.40000,86.61230,486.40828
1251.50000,86.65810,486.56064
1251.60000,86.70391,486.71300
1251.70000,86.74973,486.86529
1251.80000,86.79556,487.01756
1251.90000,86.84141,487.16989
1252.00000,86.88727,487.32233
1252.10000,86.93313,487.47464
1252.20000,86.97902,487.62689
1252.30000,87.02491,487.77916
1252.40000,87.07082,487.93145
1252.50000,87.11673,488.08373
1252.60000,87.16266,488.23590
1252.70000,87.20861,488.38813
1252.80000,87.25456,488.54045
1252.90000,87.30053,488.69270
1253.00000,87.34651,488.84502
1253.10000,87.39250,488.99729
1253.20000,87.43850,489.14955
1253.30000,87.48452,489.30173
1253.40000,87.53054,489.45391
1253.50000,87.57658,489.60604
1253.60000,87.62264,489.75822
1253.70000,87.66870,489.91051
1253.80000,87.71478,490.06281
1253.90000,87.76086,490.21502
1254.00000,87.80696,490.36729
1254.10000,87.85308,490.51960
1254.20000,87.89920,490.67184
1254.30000,87.94534,490.82399
1254.40000,87.99149,490.97624
1254.50000,88.03765,491.12840
1254.60000,88.08382,491.28065
1254.70000,88.13001,491.43284
1254.80000,88.17620,491.58498
1254.90000,88.22241,491.73719
1255.00000,88.26863,491.88932
1255.10000,88.31487,492.04149
1255.20000,88.36111,492.19365
1255.30000,88.40737,492.34567
1255.40000,88.45364,492.49789
1255.50000,88.49992,492.65001
1255.60000,88.54622,492.80210
1255.70000,88.59253,492.95415
1255.80000,88.63884,493.10617
1255.90000,88.68517,493.25826
1256.00000,88.73152,493.41041
1256.10000,88.77787,493.56257
1256.20000,88.82424,493.71479
1256.30000,88.87062,493.86690
1256.40000,88.91701,494.01909
1256.50000,88.96341,494.17122
1256.60000,89.00983,494.32336
1256.70000,89.05626,494.47546
1256.80000,89.10270,494.62756
1256.90000,89.14915,494.77970
1257.00000,89.19561,494.93177
1257.10000,89.24209,495.08377
1257.20000,89.28858,495.23586
1257.30000,89.33508,495.38792
1257.40000,89.38159,495.53996
1257.50000,89.42811,495.69211
1257.60000,89.47465,495.84424
1257.70000,89.52120,495.99635
1257.80000,89.56776,496.14852
1257.90000,89.61433,496.30066
1258.00000,89.66092,496.45261
1258.10000,89.70751,496.60468
1258.20000,89.75412,496.75671
1258.30000,89.80074,496.90871
1258.40000,89.84738,497.06073
1258.50000,89.89402,497.21277
1258.60000,89.94068,497.36476
1258.70000,89.98735,497.51677
1258.80000,90.03403,497.66883
1258.90000,90.08072,497.82092
1259.00000,90.12743,497.97293
1259.10000,90.17415,498.12502
1259.20000,90.22088,498.27696
1259.30000,90.26762,498.42895
1259.40000,90.31437,498.58104
1259.50000,90.36114,498.73299
1259.60000,90.40792,498.88500
1259.70000,90.45471,499.03695
1259.80000,90.50151,499.18900
1259.90000,90.54832,499.34095
1260.00000,90.59515,499.49286
1260.10000,90.64199,499.64481
1260.20000,90.68884,499.79673
1260.30000,90.73570,499.94868
1260.40000,90.78258,500.10063
1260.50000,90.82946,500.25250
1260.60000,90.87636,500.40443
1260.70000,90.92327,500.55646
1260.80000,90.97019,500.70850
1260.90000,91.01713,500.86034
1261.00000,91.06408,501.01231
1261.10000,91.11104,501.16429
1261.20000,91.15801,501.31627
1261.30000,91.20499,501.46826
1261.40000,91.25198,501.62017
1261.50000,91.29899,501.77211
1261.60000,91.34601,501.92402
1261.70000,91.39304,502.07602
1261.80000,91.44008,502.22790
1261.90000,91.48714,502.37977
1262.00000,91.53421,502.53182
1262.10000,91.58129,502.68375
1262.20000,91.62838,502.83568
1262.30000,91.67548,502.98767
1262.40000,91.72260,503.13952
1262.50000,91.76972,503.29132
1262.60000,91.81686,503.44314
1262.70000,91.86402,503.59497
1262.80000,91.91118,503.74674
1262.90000,91.95836,503.89856
1263.00000,92.00554,504.05053
1263.10000,92.05274,504.20233
1263.20000,92.09995,504.35419
1263.30000,92.14718,504.50615
1263.40000,92.19441,504.65803
1263.50000,92.24166,504.80985
1263.60000,92.28892,504.96174
1263.70000,92.33619,505.11365
1263.80000,92.38348,505.26544
1263.90000,92.43077,505.41722
1264.00000,92.47808,505.56915
1264.10000,92.52540,505.72093
1264.20000,92.57273,505.87272
1264.30000,92.62008,506.02447
1264.40000,92.66743,506.17625
1264.50000,92.71480,506.32802
1264.60000,92.76218,506.47985
1264.70000,92.80957,506.63170
1264.80000,92.85698,506.78346
1264.90000,92.90439,506.93528
1265.00000,92.95182,507.08714
1265.10000,92.99926,507.23896
1265.20000,93.04671,507.39071
1265.30000,93.09418,507.54248
1265.40000,93.14165,507.69435
1265.50000,93.18914,507.84613
1265.60000,93.23664,507.99791
1265.70000,93.28415,508.14967
1265.80000,93.33167,508.30141
1265.90000,93.37921,508.45315
1266.00000,93.42676,508.60490
1266.10000,93.47432,508.75675
1266.20000,93.52189,508.90860
1266.30000,93.56947,509.06040
1266.40000,93.61707,509.21222
1266.50000,93.66468,509.36394
1266.60000,93.71230,509.51567
1266.70000,93.75993,509.66738
1266.80000,93.80757,509.81914
1266.90000,93.85523,509.97087
1267.00000,93.90290,510.12260
1267.10000,93.95058,510.27444
1267.20000,93.99827,510.42614
1267.30000,94.04597,510.57788
1267.40000,94.09369,510.72962
1267.50000,94.14141,510.88132
1267.60000,94.18915,511.03298
1267.70000,94.23690,511.18462
1267.80000,94.28467,511.33644
1267.90000,94.33244,511.48815
1268.00000,94.38023,511.63979
1268.10000,94.42803,511.79144
1268.20000,94.47584,511.94312
1268.30000,94.52367,512.09486
1268.40000,94.57150,512.24654
1268.50000,94.61935,512.39828
1268.60000,94.66721,512.54996
1268.70000,94.71508,512.70168
1268.80000,94.76296,512.85347
1268.90000,94.81086,513.00506
1269.00000,94.85876,513.15673
1269.10000,94.90668,513.30840
1269.20000,94.95461,513.46008
1269.30000,95.00256,513.61171
1269.40000,95.05051,513.76338
1269.50000,95.09848,513.91504
1269.60000,95.14646,514.06667
1269.70000,95.19445,514.21831
1269.80000,95.24245,514.36994
1269.90000,95.29046,514.52154
1270.00000,95.33849,514.67325
1270.10000,95.38653,514.82485
1270.20000,95.43458,514.97652
1270.30000,95.48264,515.12818
1270.40000,95.53072,515.27985
1270.50000,95.57880,515.43151
1270.60000,95.62690,515.58312
1270.70000,95.67501,515.73481
1270.80000,95.72313,515.88644
1270.90000,95.77127,516.03801
1271.00000,95.81941,516.18964
1271.10000,95.86757,516.34119
1271.20000,95.91574,516.49280
1271.30000,95.96392,516.64436
1271.40000,96.01211,516.79604
1271.50000,96.06032,516.94764
1271.60000,96.10854,517.09921
1271.70000,96.15677,517.25087
1271.80000,96.20501,517.40240
1271.90000,96.25326,517.55392
1272.00000,96.30152,517.70553
1272.10000,96.34980,517.85707
1272.20000,96.39809,518.00860
1272.30000,96.44639,518.16024
1272.40000,96.49470,518.31194
1272.50000,96.54303,518.46358
1272.60000,96.59137,518.61511
1272.70000,96.63971,518.76669
1272.80000,96.68807,518.91825
1272.90000,96.73645,519.06983
1273.00000,96.78483,519.22143
1273.10000,96.83323,519.37292
1273.20000,96.88163,519.52447
1273.30000,96.93005,519.67604
1273.40000,96.97849,519.82752
1273.50000,97.02693,519.97902
1273.60000,97.07539,520.13046
1273.70000,97.12385,520.28200
1273.80000,97.17233,520.43355
1273.90000,97.22082,520.58514
1274.00000,97.26933,520.73670
1274.10000,97.31784,520.88818
1274.20000,97.36637,521.03980
1274.30000,97.41491,521.19134
1274.40000,97.46346,521.34285
1274.50000,97.51202,521.49437
1274.60000,97.56059,521.64586
1274.70000,97.60918,521.79732
1274.80000,97.65778,521.94879
1274.90000,97.70639,522.10024
1275.00000,97.75501,522.25165
1275.10000,97.80365,522.40304
1275.20000,97.85229,522.55461
1275.30000,97.90095,522.70611
1275.40000,97.94962,522.85767
1275.50000,97.99830,523.00921
1275.60000,98.04699,523.16064
1275.70000,98.09570,523.31222
1275.80000,98.14442,523.46367
1275.90000,98.19314,523.61513
1276.00000,98.24189,523.76653
1276.10000,98.29064,523.91794
1276.20000,98.33940,524.06937
1276.30000,98.38818,524.22076
1276.40000,98.43697,524.37232
1276.50000,98.48577,524.52386
1276.60000,98.53458,524.67533
1276.70000,98.58340,524.82685
1276.80000,98.63224,524.97831
1276.90000,98.68109,525.12978
1277.00000,98.72995,525.28121
1277.10000,98.77882,525.43270
1277.20000,98.82770,525.58411
1277.30000,98.87660,525.73553
1277.40000,98.92550,525.88700
1277.50000,98.97442,526.03844
1277.60000,99.02335,526.18978
1277.70000,99.07229,526.34119
1277.80000,99.12125,526.49259
1277.90000,99.17021,526.64392
1278.00000,99.21919,526.79541
1278.10000,99.26818,526.94692
1278.20000,99.31718,527.09836
1278.30000,99.36620,527.24981
1278.40000,99.41522,527.40122
1278.50000,99.46426,527.55266
1278.60000,99.51331,527.70409
1278.70000,99.56237,527.85557
1278.80000,99.61144,528.00688
1278.90000,99.66053,528.15824
1279.00000,99.70962,528.30974
1279.10000,99.75873,528.46105
1279.20000,99.80785,528.61239
1279.30000,99.85698,528.76376
1279.40000,99.90613,528.91505
1279.50000,99.95528,529.06646
1279.60000,100.00445,529.21787
1279.70000,100.05363,529.36924
1279.80000,100.10282,529.52060
1279.90000,100.15202,529.67207
1280.00000,100.20124,529.82356
1280.10000,100.25047,529.97486
1280.20000,100.29970,530.12627
1280.30000,100.34895,530.27761
1280.40000,100.39822,530.42895
1280.50000,100.44749,530.58034
1280.60000,100.49678,530.73165
1280.70000,100.54607,530.88294
1280.80000,100.59538,531.03434
1280.90000,100.64470,531.18577
1281.00000,100.69404,531.33706
1281.10000,100.74338,531.48840
1281.20000,100.79274,531.63975
1281.30000,100.84211,531.79112
1281.40000,100.89149,531.94253
1281.50000,100.94088,532.09393
1281.60000,100.99028,532.24522
1281.70000,101.03970,532.39657
1281.80000,101.08913,532.54791
1281.90000,101.13857,532.69920
1282.00000,101.18802,532.85037
1282.10000,101.23748,533.00170
1282.20000,101.28695,533.15306
1282.30000,101.33644,533.30440
1282.40000,101.38594,533.45576
1282.50000,101.43545,533.60706
1282.60000,101.48497,533.75826
1282.70000,101.53450,533.90944
1282.80000,101.58405,534.06058
1282.90000,101.63361,534.21184
1283.00000,101.68318,534.36310
1283.10000,101.73276,534.51452
1283.20000,101.78235,534.66594
1283.30000,101.83195,534.81733
1283.40000,101.88157,534.96879
1283.50000,101.93120,535.12014
1283.60000,101.98084,535.27142
1283.70000,102.03049,535.42260
1283.80000,102.08015,535.57387
1283.90000,102.12983,535.72529
1284.00000,102.17952,535.87661
1284.10000,102.22921,536.02793
1284.20000,102.27892,536.17913
1284.30000,102.32865,536.33030
1284.40000,102.37838,536.48162
1284.50000,102.42813,536.63282
1284.60000,102.47788,536.78408
1284.70000,102.52765,536.93531
1284.80000,102.57743,537.08661
1284.90000,102.62723,537.23798
1285.00000,102.67703,537.38932
1285.10000,102.72685,537.54059
1285.20000,102.77668,537.69183
1285.30000,102.82652,537.84300
1285.40000,102.87637,537.99427
1285.50000,102.92623,538.14538
1285.60000,102.97611,538.29656
1285.70000,103.02600,538.44781
1285.80000,103.07589,538.59898
1285.90000,103.12580,538.75025
1286.00000,103.17573,538.90155
1286.10000,103.22566,539.05276
1286.20000,103.27561,539.20412
1286.30000,103.32556,539.35531
1286.40000,103.37553,539.50658
1286.50000,103.42552,539.65783
1286.60000,103.47551,539.80910
1286.70000,103.52551,539.96037
1286.80000,103.57553,540.11161
1286.90000,103.62556,540.26284
1287.00000,103.67560,540.41401
1287.10000,103.72565,540.56512
1287.20000,103.77571,540.71642
1287.30000,103.82579,540.86765
1287.40000,103.87587,541.01887
1287.50000,103.92597,541.17012
1287.60000,103.97608,541.32131
1287.70000,104.02621,541.47249
1287.80000,104.07634,541.62374
1287.90000,104.12649,541.77483
1288.00000,104.17664,541.92592
1288.10000,104.22681,542.07713
1288.20000,104.27699,542.22841
1288.30000,104.32719,542.37964
1288.40000,104.37739,542.53078
1288.50000,104.42761,542.68208
1288.60000,104.47783,542.83324
1288.70000,104.52807,542.98448
1288.80000,104.57832,543.13560
1288.90000,104.62859,543.28674
1289.00000,104.67886,543.43786
1289.10000,104.72915,543.58907
1289.20000,104.77945,543.74023
1289.30000,104.82976,543.89141
1289.40000,104.88008,544.04257
1289.50000,104.93041,544.19384
1289.60000,104.98076,544.34498
1289.70000,105.03111,544.49624
1289.80000,105.08148,544.64749
1289.90000,105.13186,544.79868
1290.00000,105.18225,544.94975
1290.10000,105.23266,545.10088
1290.20000,105.28307,545.25196
1290.30000,105.33350,545.40315
1290.40000,105.38394,545.55424
1290.50000,105.43439,545.70541
1290.60000,105.48485,545.85662
1290.70000,105.53533,546.00789
1290.80000,105.58581,546.15916
1290.90000,105.63631,546.31032
1291.00000,105.68682,546.46143
1291.10000,105.73734,546.61251
1291.20000,105.78787,546.76354
1291.30000,105.83842,546.91467
1291.40000,105.88897,547.06572
1291.50000,105.93954,547.21682
1291.60000,105.99012,547.36786
1291.70000,106.04071,547.51908
1291.80000,106.09131,547.67026
1291.90000,106.14193,547.82149
1292.00000,106.19255,547.97262
1292.10000,106.24319,548.12377
1292.20000,106.29384,548.27490
1292.30000,106.34450,548.42609
1292.40000,106.39517,548.57720
1292.50000,106.44586,548.72826
1292.60000,106.49655,548.87932
1292.70000,106.54726,549.03059
1292.80000,106.59798,549.18167
1292.90000,106.64871,549.33277
1293.00000,106.69946,549.48386
1293.10000,106.75021,549.63502
1293.20000,106.80098,549.78608
1293.30000,106.85176,549.93727
1293.40000,106.90255,550.08827
1293.50000,106.95335,550.23937
1293.60000,107.00416,550.39046
1293.70000,107.05499,550.54156
1293.80000,107.10582,550.69264
1293.90000,107.15667,550.84372
1294.00000,107.20753,550.99488
1294.10000,107.25840,551.14599
1294.20000,107.30928,551.29708
1294.30000,107.36018,551.44830
1294.40000,107.41109,551.59936
1294.50000,107.46200,551.75042
1294.60000,107.51293,551.90152
1294.70000,107.56388,552.05245
1294.80000,107.61483,552.20359
1294.90000,107.66579,552.35469
1295.00000,107.71677,552.50578
1295.10000,107.76776,552.65684
1295.20000,107.81876,552.80796
1295.30000,107.86977,552.95918
1295.40000,107.92079,553.11032
1295.50000,107.97183,553.26136
1295.60000,108.02288,553.41236
1295.70000,108.07393,553.56325
1295.80000,108.12500,553.71437
1295.90000,108.17609,553.86541
1296.00000,108.22718,554.01642
1296.10000,108.27828,554.16754
1296.20000,108.32940,554.31865
1296.30000,108.38053,554.46983
1296.40000,108.43167,554.62094
1296.50000,108.48282,554.77202
1296.60000,108.53398,554.92304
1296.70000,108.58516,555.07409
1296.80000,108.63634,555.22516
1296.90000,108.68754,555.37616
1297.00000,108.73875,555.52714
1297.10000,108.78997,555.67815
1297.20000,108.84121,555.82914
1297.30000,108.89245,555.98017
1297.40000,108.94371,556.13119
1297.50000,108.99498,556.28230
1297.60000,109.04625,556.43341
1297.70000,109.09755,556.58450
1297.80000,109.14885,556.73566
1297.90000,109.20016,556.88677
1298.00000,109.25149,557.03779
1298.10000,109.30283,557.18880
1298.20000,109.35418,557.33982
1298.30000,109.40554,557.49084
1298.40000,109.45691,557.64186
1298.50000,109.50829,557.79293
1298.60000,109.55969,557.94403
1298.70000,109.61110,558.09506
1298.80000,109.66252,558.24618
1298.90000,109.71395,558.39720
1299.00000,109.76539,558.54809
1299.10000,109.81685,558.69911
1299.20000,109.86831,558.85007
1299.30000,109.91979,559.00114
1299.40000,109.97128,559.15220
1299.50000,110.02278,559.30329
1299.60000,110.07429,559.45431
1299.70000,110.12581,559.60538
1299.80000,110.17735,559.75651
1299.90000,110.22890,559.90740
1300.00000,110.28046,560.05836
1300.10000,110.33203,560.20933
1300.20000,110.38361,560.36041
1300.30000,110.43520,560.51146
1300.40000,110.48681,560.66245
1300.50000,110.53842,560.81353
1300.60000,110.59005,560.96453
1300.70000,110.64169,561.11559
1300.80000,110.69334,561.26668
1300.90000,110.74501,561.41759
1301.00000,110.79668,561.56858
1301.10000,110.84837,561.71954
1301.20000,110.90007,561.87061
1301.30000,110.95178,562.02155
1301.40000,111.00350,562.17253
1301.50000,111.05523,562.32355
1301.60000,111.10697,562.47451
1301.70000,111.15873,562.62540
1301.80000,111.21050,562.77644
1301.90000,111.26228,562.92747
1302.00000,111.31407,563.07851
1302.10000,111.36587,563.22954
1302.20000,111.41768,563.38054
1302.30000,111.46951,563.53158
1302.40000,111.52135,563.68264
1302.50000,111.57320,563.83363
1302.60000,111.62506,563.98459
1302.70000,111.67693,564.13544
1302.80000,111.72881,564.28636
1302.90000,111.78071,564.43739
1303.00000,111.83261,564.58834
1303.10000,111.88453,564.73930
1303.20000,111.93646,564.89035
1303.30000,111.98840,565.04137
1303.40000,112.04036,565.19249
1303.50000,112.09232,565.34357
1303.60000,112.14430,565.49457
1303.70000,112.19629,565.64551
1303.80000,112.24829,565.79643
1303.90000,112.30030,565.94740
1304.00000,112.35232,566.09831
1304.10000,112.40435,566.24923
1304.20000,112.45640,566.40012
1304.30000,112.50846,566.55104
1304.40000,112.56053,566.70213
1304.50000,112.61261,566.85311
1304.60000,112.66470,567.00409
1304.70000,112.71680,567.15515
1304.80000,112.76892,567.30622
1304.90000,112.82104,567.45723
1305.00000,112.87318,567.60826
1305.10000,112.92533,567.75914
1305.20000,112.97749,567.91001
1305.30000,113.02967,568.06094
1305.40000,113.08185,568.21191
1305.50000,113.13405,568.36278
1305.60000,113.18625,568.51373
1305.70000,113.23847,568.66471
1305.80000,113.29071,568.81571
1305.90000,113.34295,568.96669
1306.00000,113.39520,569.11766
1306.10000,113.44747,569.26852
1306.20000,113.49974,569.41958
1306.30000,113.55203,569.57048
1306.40000,113.60433,569.72151
1306.50000,113.65664,569.87251
1306.60000,113.70897,570.02353
1306.70000,113.76130,570.17449
1306.80000,113.81365,570.32545
1306.90000,113.86601,570.47641
1307.00000,113.91838,570.62727
1307.10000,113.97076,570.77824
1307.20000,114.02315,570.92915
1307.30000,114.07556,571.07994
1307.40000,114.12797,571.23096
1307.50000,114.18040,571.38193
1307.60000,114.23284,571.53288
1307.70000,114.28529,571.68384
1307.80000,114.33775,571.83479
1307.90000,114.39022,571.98579
1308.00000,114.44271,572.13679
1308.10000,114.49520,572.28779
1308.20000,114.54771,572.43866
1308.30000,114.60023,572.58962
1308.40000,114.65276,572.74072
1308.50000,114.70531,572.89169
1308.60000,114.75786,573.04256
1308.70000,114.81043,573.19353
1308.80000,114.86300,573.34438
1308.90000,114.91559,573.49530
1309.00000,114.96819,573.64617
1309.10000,115.02080,573.79697
1309.20000,115.07343,573.94792
1309.30000,115.12606,574.09886
1309.40000,115.17871,574.24988
1309.50000,115.23137,574.40084
1309.60000,115.28404,574.55174
1309.70000,115.33672,574.70273
1309.80000,115.38941,574.85350
1309.90000,115.44211,575.00446
1310.00000,115.49483,575.15530
1310.10000,115.54756,575.30621
1310.20000,115.60030,575.45729
1310.30000,115.65305,575.60829
1310.40000,115.70581,575.75919
1310.50000,115.75858,575.91012
1310.60000,115.81137,576.06104
1310.70000,115.86416,576.21206
1310.80000,115.91697,576.36288
1310.90000,115.96979,576.51386
1311.00000,116.02262,576.66475
1311.10000,116.07546,576.81574
1311.20000,116.12832,576.96673
1311.30000,116.18118,577.11768
1311.40000,116.23406,577.26852
1311.50000,116.28695,577.41946
1311.60000,116.33985,577.57035
1311.70000,116.39276,577.72130
1311.80000,116.44568,577.87219
1311.90000,116.49862,578.02312
1312.00000,116.55156,578.17415
1312.10000,116.60452,578.32512
1312.20000,116.65749,578.47612
1312.30000,116.71047,578.62718
1312.40000,116.76346,578.77797
1312.50000,116.81646,578.92894
1312.60000,116.86948,579.07976
1312.70000,116.92250,579.23062
1312.80000,116.97554,579.38147
1312.90000,117.02859,579.53243
1313.00000,117.08165,579.68332
1313.10000,117.13473,579.83421
