mu_B,pressure,energy_density
1457.40000,205.32362,799.46493
1457.50000,205.39257,799.61957
1457.60000,205.46153,799.77424
1457.70000,205.53050,799.92906
1457.80000,205.59948,800.08372
1457.90000,205.66847,800.23844
1458.00000,205.73747,800.39331
1458.10000,205.80648,800.54809
1458.20000,205.87551,800.70296
1458.30000,205.94454,800.85764
1458.40000,206.01359,801.01234
1458.50000,206.08264,801.16705
1458.60000,206.15171,801.32185
1458.70000,206.22078,801.47665
1458.80000,206.28987,801.63137
1458.90000,206.35897,801.78614
1459.00000,206.42808,801.94102
1459.10000,206.49720,802.09577
1459.20000,206.56633,802.25048
1459.30000,206.63547,802.40524
1459.40000,206.70462,802.56003
1459.50000,206.77378,802.71492
1459.60000,206.84295,802.86976
1459.70000,206.91213,803.02472
1459.80000,206.98133,803.17963
1459.90000,207.05053,803.33462
1460.00000,207.11975,803.48954
1460.10000,207.18897,803.64433
1460.20000,207.25821,803.79905
1460.30000,207.32745,803.95385
1460.40000,207.39671,804.10862
1460.50000,207.46598,804.26346
1460.60000,207.53525,804.41841
1460.70000,207.60454,804.57339
1460.80000,207.67384,804.72834
1460.90000,207.74315,804.88338
1461.00000,207.81247,805.03829
1461.10000,207.88180,805.19317
1461.20000,207.95115,805.34809
1461.30000,208.02050,805.50299
1461.40000,208.08986,805.65792
1461.50000,208.15924,805.81278
1461.60000,208.22862,805.96775
1461.70000,208.29801,806.12262
1461.80000,208.36742,806.27759
1461.90000,208.43684,806.43254
1462.00000,208.50626,806.58745
1462.10000,208.57570,806.74242
1462.20000,208.64515,806.89755
1462.30000,208.71461,807.05256
1462.40000,208.78407,807.20745
1462.50000,208.85355,807.36238
1462.60000,208.92304,807.51728
1462.70000,208.99254,807.67219
1462.80000,209.06206,807.82716
1462.90000,209.13158,807.98212
1463.00000,209.20111,808.13710
1463.10000,209.27065,808.29219
1463.20000,209.34021,808.44727
1463.30000,209.40977,808.60229
1463.40000,209.47935,808.75722
1463.50000,209.54893,808.91225
1463.60000,209.61853,809.06722
1463.70000,209.68813,809.22222
1463.80000,209.75775,809.37722
1463.90000,209.82738,809.53237
1464.00000,209.89702,809.68742
1464.10000,209.96667,809.84243
1464.20000,210.03633,809.99744
1464.30000,210.10600,810.15251
1464.40000,210.17568,810.30749
1464.50000,210.24537,810.46263
1464.60000,210.31507,810.61787
1464.70000,210.38478,810.77286
1464.80000,210.45451,810.92790
1464.90000,210.52424,811.08308
1465.00000,210.59398,811.23815
1465.10000,210.66374,811.39319
1465.20000,210.73351,811.54830
1465.30000,210.80328,811.70341
1465.40000,210.87307,811.85840
1465.50000,210.94287,812.01367
1465.60000,211.01267,812.16876
1465.70000,211.08249,812.32390
1465.80000,211.15232,812.47895
1465.90000,211.22216,812.63424
1466.00000,211.29201,812.78941
1466.10000,211.36187,812.94463
1466.20000,211.43174,813.09981
1466.30000,211.50162,813.25496
1466.40000,211.57152,813.41014
1466.50000,211.64142,813.56537
1466.60000,211.71133,813.72046
1466.70000,211.78126,813.87578
1466.80000,211.85119,814.03092
1466.90000,211.92114,814.18622
1467.00000,211.99109,814.34128
1467.10000,212.06106,814.49653
1467.20000,212.13104,814.65164
1467.30000,212.20103,814.80687
1467.40000,212.27102,814.96219
1467.50000,212.34103,815.11741
1467.60000,212.41105,815.27261
1467.70000,212.48108,815.42784
1467.80000,212.55112,815.58308
1467.90000,212.62117,815.73828
1468.00000,212.69124,815.89345
1468.10000,212.76131,816.04878
1468.20000,212.83139,816.20399
1468.30000,212.90148,816.35944
1468.40000,212.97159,816.51482
1468.50000,213.04170,816.67013
1468.60000,213.11183,816.82534
1468.70000,213.18196,816.98050
1468.80000,213.25211,817.13574
1468.90000,213.32227,817.29090
1469.00000,213.39244,817.44604
1469.10000,213.46261,817.60128
1469.20000,213.53280,817.75668
1469.30000,213.60300,817.91212
1469.40000,213.67321,818.06744
1469.50000,213.74343,818.22282
1469.60000,213.81366,818.37814
1469.70000,213.88390,818.53346
1469.80000,213.95416,818.68881
1469.90000,214.02442,818.84403
1470.00000,214.09469,818.99928
1470.10000,214.16498,819.15473
1470.20000,214.23527,819.31021
1470.30000,214.30558,819.46557
1470.40000,214.37589,819.62094
1470.50000,214.44622,819.77636
1470.60000,214.51655,819.93180
1470.70000,214.58690,820.08719
1470.80000,214.65726,820.24248
1470.90000,214.72763,820.39781
1471.00000,214.79801,820.55325
1471.10000,214.86840,820.70873
1471.20000,214.93880,820.86417
1471.30000,215.00921,821.01967
1471.40000,215.07963,821.17509
1471.50000,215.15006,821.33060
1471.60000,215.22050,821.48606
1471.70000,215.29095,821.64141
1471.80000,215.36142,821.79679
1471.90000,215.43189,821.95224
1472.00000,215.50238,822.10768
1472.10000,215.57287,822.26313
1472.20000,215.64338,822.41855
1472.30000,215.71389,822.57400
1472.40000,215.78442,822.72941
1472.50000,215.85496,822.88499
1472.60000,215.92550,823.04041
1472.70000,215.99606,823.19594
1472.80000,216.06663,823.35145
1472.90000,216.13721,823.50684
1473.00000,216.20780,823.66237
1473.10000,216.27840,823.81788
1473.20000,216.34901,823.97342
1473.30000,216.41964,824.12898
1473.40000,216.49027,824.28449
1473.50000,216.56091,824.44018
1473.60000,216.63156,824.59568
1473.70000,216.70223,824.75130
1473.80000,216.77290,824.90678
1473.90000,216.84359,825.06215
1474.00000,216.91428,825.21774
1474.10000,216.98499,825.37331
1474.20000,217.05571,825.52892
1474.30000,217.12643,825.68447
1474.40000,217.19717,825.83987
1474.50000,217.26792,825.99552
1474.60000,217.33868,826.15106
1474.70000,217.40945,826.30661
1474.80000,217.48023,826.46227
1474.90000,217.55102,826.61782
1475.00000,217.62182,826.77353
1475.10000,217.69263,826.92928
1475.20000,217.76345,827.08495
1475.30000,217.83429,827.24055
1475.40000,217.90513,827.39608
1475.50000,217.97598,827.55181
1475.60000,218.04685,827.70743
1475.70000,218.11772,827.86297
1475.80000,218.18861,828.01868
1475.90000,218.25951,828.17424
1476.00000,218.33041,828.32994
1476.10000,218.40133,828.48567
1476.20000,218.47226,828.64137
1476.30000,218.54320,828.79711
1476.40000,218.61414,828.95280
1476.50000,218.68510,829.10847
1476.60000,218.75607,829.26417
1476.70000,218.82705,829.41974
1476.80000,218.89805,829.57541
1476.90000,218.96905,829.73103
1477.00000,219.04006,829.88679
1477.10000,219.11108,830.04252
1477.20000,219.18211,830.19826
1477.30000,219.25316,830.35412
1477.40000,219.32421,830.50985
1477.50000,219.39528,830.66559
1477.60000,219.46635,830.82143
1477.70000,219.53744,830.97706
1477.80000,219.60854,831.13284
1477.90000,219.67964,831.28840
1478.00000,219.75076,831.44413
1478.10000,219.82189,831.59988
1478.20000,219.89303,831.75564
1478.30000,219.96418,831.91143
1478.40000,220.03534,832.06736
1478.50000,220.10651,832.22320
1478.60000,220.17769,832.37909
1478.70000,220.24888,832.53484
1478.80000,220.32008,832.69059
1478.90000,220.39129,832.84621
1479.00000,220.46251,833.00200
1479.10000,220.53375,833.15785
1479.20000,220.60499,833.31374
1479.30000,220.67625,833.46966
1479.40000,220.74751,833.62559
1479.50000,220.81879,833.78134
1479.60000,220.89007,833.93730
1479.70000,220.96137,834.09313
1479.80000,221.03268,834.24892
1479.90000,221.10399,834.40479
1480.00000,221.17532,834.56065
1480.10000,221.24666,834.71649
1480.20000,221.31801,834.87251
1480.30000,221.38937,835.02840
1480.40000,221.46074,835.18418
1480.50000,221.53212,835.34000
1480.60000,221.60351,835.49583
1480.70000,221.67492,835.65183
1480.80000,221.74633,835.80778
1480.90000,221.81775,835.96380
1481.00000,221.88918,836.11968
1481.10000,221.96063,836.27562
1481.20000,222.03208,836.43154
1481.30000,222.10355,836.58738
1481.40000,222.17502,836.74331
1481.50000,222.24651,836.89919
1481.60000,222.31801,837.05512
1481.70000,222.38951,837.21130
1481.80000,222.46103,837.36726
1481.90000,222.53256,837.52332
1482.00000,222.60410,837.67935
1482.10000,222.67565,837.83531
1482.20000,222.74721,837.99124
1482.30000,222.81878,838.14713
1482.40000,222.89036,838.30320
1482.50000,222.96195,838.45913
1482.60000,223.03355,838.61526
1482.70000,223.10517,838.77135
1482.80000,223.17679,838.92744
1482.90000,223.24842,839.08355
1483.00000,223.32007,839.23968
1483.10000,223.39172,839.39564
1483.20000,223.46339,839.55162
1483.30000,223.53506,839.70758
1483.40000,223.60675,839.86358
1483.50000,223.67844,840.01955
1483.60000,223.75015,840.17569
1483.70000,223.82187,840.33178
1483.80000,223.89360,840.48789
1483.90000,223.96534,840.64389
1484.00000,224.03709,840.79999
1484.10000,224.10884,840.95596
1484.20000,224.18062,841.11197
1484.30000,224.25240,841.26810
1484.40000,224.32419,841.42410
1484.50000,224.39599,841.58023
1484.60000,224.46780,841.73633
1484.70000,224.53962,841.89255
1484.80000,224.61146,842.04879
1484.90000,224.68330,842.20491
1485.00000,224.75516,842.36114
1485.10000,224.82702,842.51729
1485.20000,224.89890,842.67344
1485.30000,224.97078,842.82957
1485.40000,225.04268,842.98560
1485.50000,225.11459,843.14182
1485.60000,225.18650,843.29791
1485.70000,225.25843,843.45409
1485.80000,225.33037,843.61030
1485.90000,225.40232,843.76644
1486.00000,225.47428,843.92268
1486.10000,225.54625,844.07891
1486.20000,225.61823,844.23505
1486.30000,225.69022,844.39122
1486.40000,225.76222,844.54734
1486.50000,225.83423,844.70363
1486.60000,225.90626,844.85974
1486.70000,225.97829,845.01592
1486.80000,226.05033,845.17214
1486.90000,226.12239,845.32848
1487.00000,226.19445,845.48479
1487.10000,226.26653,845.64116
1487.20000,226.33861,845.79746
1487.30000,226.41071,845.95375
1487.40000,226.48282,846.10988
1487.50000,226.55493,846.26610
1487.60000,226.62706,846.42234
1487.70000,226.69920,846.57859
1487.80000,226.77135,846.73487
1487.90000,226.84351,846.89133
1488.00000,226.91568,847.04763
1488.10000,226.98786,847.20394
1488.20000,227.06005,847.36041
1488.30000,227.13225,847.51666
1488.40000,227.20446,847.67300
1488.50000,227.27668,847.82931
1488.60000,227.34891,847.98561
1488.70000,227.42116,848.14187
1488.80000,227.49341,848.29824
1488.90000,227.56568,848.45462
1489.00000,227.63795,848.61094
1489.10000,227.71024,848.76718
1489.20000,227.78253,848.92368
1489.30000,227.85484,849.07995
1489.40000,227.92715,849.23646
1489.50000,227.99948,849.39282
1489.60000,228.07182,849.54924
1489.70000,228.14417,849.70556
1489.80000,228.21653,849.86198
1489.90000,228.28890,850.01843
1490.00000,228.36128,850.17482
1490.10000,228.43367,850.33127
1490.20000,228.50607,850.48765
1490.30000,228.57848,850.64408
1490.40000,228.65090,850.80055
1490.50000,228.72333,850.95694
1490.60000,228.79577,851.11346
1490.70000,228.86823,851.26985
1490.80000,228.94069,851.42631
1490.90000,229.01317,851.58271
1491.00000,229.08565,851.73914
1491.10000,229.15815,851.89575
1491.20000,229.23065,852.05212
1491.30000,229.30317,852.20872
1491.40000,229.37569,852.36516
1491.50000,229.44823,852.52164
1491.60000,229.52078,852.67832
1491.70000,229.59334,852.83483
1491.80000,229.66591,852.99131
1491.90000,229.73848,853.14781
1492.00000,229.81107,853.30435
1492.10000,229.88367,853.46083
1492.20000,229.95628,853.61732
1492.30000,230.02891,853.77381
1492.40000,230.10154,853.93025
1492.50000,230.17418,854.08673
1492.60000,230.24683,854.24332
1492.70000,230.31949,854.39988
1492.80000,230.39217,854.55647
1492.90000,230.46485,854.71321
1493.00000,230.53755,854.86979
1493.10000,230.61025,855.02636
1493.20000,230.68297,855.18301
1493.30000,230.75569,855.33954
1493.40000,230.82843,855.49606
1493.50000,230.90118,855.65267
1493.60000,230.97393,855.80924
1493.70000,231.04670,855.96579
1493.80000,231.11948,856.12241
1493.90000,231.19227,856.27915
1494.00000,231.26507,856.43573
1494.10000,231.33788,856.59239
1494.20000,231.41070,856.74904
1494.30000,231.48353,856.90572
1494.40000,231.55637,857.06237
1494.50000,231.62922,857.21902
1494.60000,231.70208,857.37567
1494.70000,231.77496,857.53226
1494.80000,231.84784,857.68902
1494.90000,231.92073,857.84562
1495.00000,231.99364,858.00227
1495.10000,232.06655,858.15900
1495.20000,232.13948,858.31566
1495.30000,232.21241,858.47237
1495.40000,232.28536,858.62910
1495.50000,232.35832,858.78585
1495.60000,232.43128,858.94268
1495.70000,232.50426,859.09937
1495.80000,232.57725,859.25622
1495.90000,232.65025,859.41295
1496.00000,232.72326,859.56969
1496.10000,232.79628,859.72646
1496.20000,232.86931,859.88309
1496.30000,232.94235,860.03980
1496.40000,233.01540,860.19655
1496.50000,233.08846,860.35339
1496.60000,233.16153,860.51000
1496.70000,233.23461,860.66678
1496.80000,233.30771,860.82366
1496.90000,233.38081,860.98057
1497.00000,233.45392,861.13735
1497.10000,233.52705,861.29424
1497.20000,233.60018,861.45094
1497.30000,233.67333,861.60772
1497.40000,233.74648,861.76458
1497.50000,233.81965,861.92140
1497.60000,233.89283,862.07810
1497.70000,233.96601,862.23507
1497.80000,234.03921,862.39186
1497.90000,234.11242,862.54877
1498.00000,234.18564,862.70559
1498.10000,234.25887,862.86246
1498.20000,234.33210,863.01917
1498.30000,234.40535,863.17591
1498.40000,234.47861,863.33280
1498.50000,234.55189,863.48977
1498.60000,234.62517,863.64686
1498.70000,234.69846,863.80378
1498.80000,234.77176,863.96070
1498.90000,234.84507,864.11758
1499.00000,234.91840,864.27458
1499.10000,234.99173,864.43151
1499.20000,235.06507,864.58833
1499.30000,235.13843,864.74519
1499.40000,235.21179,864.90211
1499.50000,235.28517,865.05908
1499.60000,235.35856,865.21606
1499.70000,235.43195,865.37283
1499.80000,235.50536,865.52981
1499.90000,235.57878,865.68667
1500.00000,235.65220,865.84372
1500.10000,235.72564,866.00070
1500.20000,235.79909,866.15767
1500.30000,235.87255,866.31472
1500.40000,235.94602,866.47173
1500.50000,236.01950,866.62877
1500.60000,236.09299,866.78582
1500.70000,236.16649,866.94288
1500.80000,236.24000,867.09999
1500.90000,236.31353,867.25695
1501.00000,236.38706,867.41395
1501.10000,236.46060,867.57097
1501.20000,236.53415,867.72793
1501.30000,236.60772,867.88489
1501.40000,236.68129,868.04191
1501.50000,236.75488,868.19898
1501.60000,236.82847,868.35612
1501.70000,236.90208,868.51329
1501.80000,236.97569,868.67044
1501.90000,237.04932,868.82741
1502.00000,237.12296,868.98461
1502.10000,237.19661,869.14166
1502.20000,237.27026,869.29878
1502.30000,237.34393,869.45581
1502.40000,237.41761,869.61280
1502.50000,237.49130,869.76992
1502.60000,237.56500,869.92703
1502.70000,237.63871,870.08405
1502.80000,237.71243,870.24125
1502.90000,237.78616,870.39830
1503.00000,237.85990,870.55546
1503.10000,237.93366,870.71271
1503.20000,238.00742,870.86997
1503.30000,238.08119,871.02704
1503.40000,238.15497,871.18405
1503.50000,238.22877,871.34124
1503.60000,238.30257,871.49839
1503.70000,238.37639,871.65553
1503.80000,238.45021,871.81286
1503.90000,238.52405,871.97010
1504.00000,238.59789,872.12720
1504.10000,238.67175,872.28459
1504.20000,238.74562,872.44162
1504.30000,238.81950,872.59874
1504.40000,238.89338,872.75592
1504.50000,238.96728,872.91311
1504.60000,239.04119,873.07037
1504.70000,239.11511,873.22768
1504.80000,239.18904,873.38501
1504.90000,239.26298,873.54229
1505.00000,239.33693,873.69930
1505.10000,239.41089,873.85659
1505.20000,239.48486,874.01370
1505.30000,239.55885,874.17105
1505.40000,239.63284,874.32827
1505.50000,239.70684,874.48547
1505.60000,239.78085,874.64283
1505.70000,239.85488,874.80034
1505.80000,239.92891,874.95772
1505.90000,240.00296,875.11497
1506.00000,240.07701,875.27231
1506.10000,240.15108,875.42964
1506.20000,240.22515,875.58701
1506.30000,240.29924,875.74432
1506.40000,240.37334,875.90150
1506.50000,240.44745,876.05889
1506.60000,240.52156,876.21627
1506.70000,240.59569,876.37370
1506.80000,240.66983,876.53099
1506.90000,240.74398,876.68835
1507.00000,240.81814,876.84581
1507.10000,240.89231,877.00311
1507.20000,240.96649,877.16056
1507.30000,241.04068,877.31792
1507.40000,241.11488,877.47532
1507.50000,241.18909,877.63283
1507.60000,241.26332,877.79011
1507.70000,241.33755,877.94748
1507.80000,241.41179,878.10482
1507.90000,241.48604,878.26222
1508.00000,241.56031,878.41962
1508.10000,241.63458,878.57704
1508.20000,241.70887,878.73448
1508.30000,241.78316,878.89192
1508.40000,241.85747,879.04943
1508.50000,241.93179,879.20697
1508.60000,242.00611,879.36431
1508.70000,242.08045,879.52181
1508.80000,242.15480,879.67924
1508.90000,242.22915,879.83669
1509.00000,242.30352,879.99425
1509.10000,242.37790,880.15174
1509.20000,242.45229,880.30925
1509.30000,242.52669,880.46665
1509.40000,242.60110,880.62418
1509.50000,242.67552,880.78180
1509.60000,242.74995,880.93920
1509.70000,242.82439,881.09678
1509.80000,242.89885,881.25431
1509.90000,242.97331,881.41191
1510.00000,243.04778,881.56949
1510.10000,243.12226,881.72702
1510.20000,243.19676,881.88464
1510.30000,243.27126,882.04204
1510.40000,243.34578,882.19966
1510.50000,243.42030,882.35724
1510.60000,243.49484,882.51475
1510.70000,243.56938,882.67244
1510.80000,243.64394,882.83010
1510.90000,243.71850,882.98762
1511.00000,243.79308,883.14511
1511.10000,243.86767,883.30269
1511.20000,243.94227,883.46030
1511.30000,244.01688,883.61772
1511.40000,244.09149,883.77542
1511.50000,244.16612,883.93284
1511.60000,244.24076,884.09059
1511.70000,244.31541,884.24842
1511.80000,244.39007,884.40614
1511.90000,244.46474,884.56367
1512.00000,244.53943,884.72137
1512.10000,244.61412,884.87913
1512.20000,244.68882,885.03676
1512.30000,244.76353,885.19431
1512.40000,244.83826,885.35204
1512.50000,244.91299,885.50964
1512.60000,244.98773,885.66742
1512.70000,245.06249,885.82522
1512.80000,245.13725,885.98298
1512.90000,245.21203,886.14066
1513.00000,245.28681,886.29848
1513.10000,245.36161,886.45618
1513.20000,245.43642,886.61385
1513.30000,245.51123,886.77156
1513.40000,245.58606,886.92923
1513.50000,245.66090,887.08695
1513.60000,245.73575,887.24462
1513.70000,245.81060,887.40246
1513.80000,245.88547,887.56017
1513.90000,245.96035,887.71782
1514.00000,246.03524,887.87560
1514.10000,246.11014,888.03332
1514.20000,246.18505,888.19114
1514.30000,246.25997,888.34888
1514.40000,246.33491,888.50667
1514.50000,246.40985,888.66450
1514.60000,246.48480,888.82235
1514.70000,246.55976,888.98024
1514.80000,246.63474,889.13800
1514.90000,246.70972,889.29577
1515.00000,246.78471,889.45364
1515.10000,246.85972,889.61156
1515.20000,246.93473,889.76938
1515.30000,247.00976,889.92729
1515.40000,247.08479,890.08522
1515.50000,247.15984,890.24315
1515.60000,247.23490,890.40102
1515.70000,247.30996,890.55895
1515.80000,247.38504,890.71682
1515.90000,247.46013,890.87462
1516.00000,247.53523,891.03245
1516.10000,247.61034,891.19035
1516.20000,247.68545,891.34831
1516.30000,247.76058,891.50622
1516.40000,247.83572,891.66414
1516.50000,247.91087,891.82214
1516.60000,247.98603,891.98006
1516.70000,248.06121,892.13804
1516.80000,248.13639,892.29606
1516.90000,248.21158,892.45394
1517.00000,248.28678,892.61189
1517.10000,248.36199,892.76992
1517.20000,248.43722,892.92791
1517.30000,248.51245,893.08581
1517.40000,248.58769,893.24383
1517.50000,248.66295,893.40178
1517.60000,248.73821,893.55968
1517.70000,248.81349,893.71759
1517.80000,248.88877,893.87571
1517.90000,248.96407,894.03358
1518.00000,249.03938,894.19159
1518.10000,249.11469,894.34957
1518.20000,249.19002,894.50751
1518.30000,249.26536,894.66555
1518.40000,249.34071,894.82364
1518.50000,249.41607,894.98168
1518.60000,249.49143,895.13972
1518.70000,249.56681,895.29780
1518.80000,249.64220,895.45590
1518.90000,249.71760,895.61398
1519.00000,249.79301,895.77197
1519.10000,249.86843,895.93002
1519.20000,249.94387,896.08819
1519.30000,250.01931,896.24620
1519.40000,250.09476,896.40431
1519.50000,250.17022,896.56246
1519.60000,250.24570,896.72051
1519.70000,250.32118,896.87861
1519.80000,250.39667,897.03667
1519.90000,250.47218,897.19495
1520.00000,250.54769,897.35296
1520.10000,250.62322,897.51114
1520.20000,250.69875,897.66938
1520.30000,250.77430,897.82739
1520.40000,250.84985,897.98544
1520.50000,250.92542,898.14362
1520.60000,251.00100,898.30178
1520.70000,251.07658,898.46006
1520.80000,251.15218,898.61834
1520.90000,251.22779,898.77662
1521.00000,251.30341,898.93476
1521.10000,251.37904,899.09293
1521.20000,251.45468,899.25114
1521.30000,251.53033,899.40921
1521.40000,251.60599,899.56729
1521.50000,251.68166,899.72564
1521.60000,251.75734,899.88399
1521.70000,251.83303,900.04224
1521.80000,251.90873,900.20056
1521.90000,251.98444,900.35878
1522.00000,252.06017,900.51695
1522.10000,252.13590,900.67509
1522.20000,252.21164,900.83331
1522.30000,252.28740,900.99143
1522.40000,252.36316,901.14963
1522.50000,252.43894,901.30803
1522.60000,252.51472,901.46640
1522.70000,252.59052,901.62474
1522.80000,252.66632,901.78311
1522.90000,252.74214,901.94146
1523.00000,252.81797,902.09969
1523.10000,252.89380,902.25807
1523.20000,252.96965,902.41636
1523.30000,253.04551,902.57464
1523.40000,253.12138,902.73292
1523.50000,253.19725,902.89130
1523.60000,253.27314,903.04976
1523.70000,253.34904,903.20808
1523.80000,253.42495,903.36637
1523.90000,253.50087,903.52475
1524.00000,253.57680,903.68312
1524.10000,253.65274,903.84151
1524.20000,253.72869,903.99983
1524.30000,253.80466,904.15823
1524.40000,253.88063,904.31662
1524.50000,253.95661,904.47501
1524.60000,254.03260,904.63346
1524.70000,254.10861,904.79177
1524.80000,254.18462,904.95025
1524.90000,254.26064,905.10864
1525.00000,254.33668,905.26709
1525.10000,254.41272,905.42544
1525.20000,254.48878,905.58386
1525.30000,254.56484,905.74236
1525.40000,254.64092,905.90081
1525.50000,254.71701,906.05933
1525.60000,254.79310,906.21783
1525.70000,254.86921,906.37628
1525.80000,254.94533,906.53479
1525.90000,255.02146,906.69312
1526.00000,255.09759,906.85155
1526.10000,255.17374,907.00995
1526.20000,255.24990,907.16849
1526.30000,255.32607,907.32705
1526.40000,255.40225,907.48557
1526.50000,255.47844,907.64417
1526.60000,255.55464,907.80278
1526.70000,255.63085,907.96137
1526.80000,255.70707,908.11987
1526.90000,255.78331,908.27843
1527.00000,255.85955,908.43695
1527.10000,255.93580,908.59551
1527.20000,256.01206,908.75416
1527.30000,256.08834,908.91263
1527.40000,256.16462,909.07130
1527.50000,256.24091,909.22998
1527.60000,256.31722,909.38860
1527.70000,256.39353,909.54726
1527.80000,256.46986,909.70587
1527.90000,256.54619,909.86450
1528.00000,256.62254,910.02294
1528.10000,256.69890,910.18151
1528.20000,256.77526,910.33995
1528.30000,256.85164,910.49849
1528.40000,256.92803,910.65720
1528.50000,257.00443,910.81593
1528.60000,257.08083,910.97460
1528.70000,257.15725,911.13336
1528.80000,257.23368,911.29207
1528.90000,257.31012,911.45068
1529.00000,257.38657,911.60937
1529.10000,257.46303,911.76811
1529.20000,257.53950,911.92673
1529.30000,257.61598,912.08539
1529.40000,257.69247,912.24408
1529.50000,257.76897,912.40280
1529.60000,257.84549,912.56147
1529.70000,257.92201,912.72003
1529.80000,257.99854,912.87872
1529.90000,258.07508,913.03746
1530.00000,258.15164,913.19634
1530.10000,258.22820,913.35512
1530.20000,258.30478,913.51388
1530.30000,258.38136,913.67274
1530.40000,258.45796,913.83154
1530.50000,258.53456,913.99037
1530.60000,258.61118,914.14902
1530.70000,258.68780,914.30773
1530.80000,258.76444,914.46641
1530.90000,258.84109,914.62522
1531.00000,258.91774,914.78402
1531.10000,258.99441,914.94272
1531.20000,259.07109,915.10149
1531.30000,259.14778,915.26039
1531.40000,259.22448,915.41914
1531.50000,259.30119,915.57805
1531.60000,259.37791,915.73686
1531.70000,259.45464,915.89584
1531.80000,259.53138,916.05470
1531.90000,259.60813,916.21366
1532.00000,259.68489,916.37252
1532.10000,259.76166,916.53123
1532.20000,259.83844,916.69008
1532.30000,259.91523,916.84883
1532.40000,259.99203,917.00762
1532.50000,260.06885,917.16652
1532.60000,260.14567,917.32546
1532.70000,260.22250,917.48437
1532.80000,260.29935,917.64341
1532.90000,260.37620,917.80243
1533.00000,260.45307,917.96136
1533.10000,260.52994,918.12021
1533.20000,260.60683,918.27926
1533.30000,260.68372,918.43812
1533.40000,260.76063,918.59718
1533.50000,260.83755,918.75621
1533.60000,260.91447,918.91510
1533.70000,260.99141,919.07398
1533.80000,261.06836,919.23305
1533.90000,261.14531,919.39204
1534.00000,261.22228,919.55104
1534.10000,261.29926,919.70988
1534.20000,261.37625,919.86892
1534.30000,261.45325,920.02787
1534.40000,261.53026,920.18700
1534.50000,261.60728,920.34605
1534.60000,261.68431,920.50494
1534.70000,261.76135,920.66392
1534.80000,261.83840,920.82300
1534.90000,261.91546,920.98198
1535.00000,261.99254,921.14114
1535.10000,262.06962,921.29999
1535.20000,262.14671,921.45915
1535.30000,262.22381,921.61814
1535.40000,262.30093,921.77729
1535.50000,262.37805,921.93641
1535.60000,262.45518,922.09532
1535.70000,262.53233,922.25442
1535.80000,262.60948,922.41343
1535.90000,262.68665,922.57250
1536.00000,262.76382,922.73181
1536.10000,262.84101,922.89082
1536.20000,262.91821,923.05002
1536.30000,262.99541,923.20908
1536.40000,263.07263,923.36831
1536.50000,263.14986,923.52746
1536.60000,263.22710,923.68657
1536.70000,263.30434,923.84561
1536.80000,263.38160,924.00469
1536.90000,263.45887,924.16397
1537.00000,263.53615,924.32318
1537.10000,263.61344,924.48229
1537.20000,263.69074,924.64135
1537.30000,263.76805,924.80052
1537.40000,263.84537,924.95979
1537.50000,263.92270,925.11897
1537.60000,264.00004,925.27822
1537.70000,264.07739,925.43739
1537.80000,264.15476,925.59665
1537.90000,264.23213,925.75588
1538.00000,264.30951,925.91508
1538.10000,264.38690,926.07435
1538.20000,264.46431,926.23352
1538.30000,264.54172,926.39282
1538.40000,264.61914,926.55217
1538.50000,264.69658,926.71130
1538.60000,264.77402,926.87060
1538.70000,264.85148,927.02992
1538.80000,264.92894,927.18916
1538.90000,265.00642,927.34840
1539.00000,265.08391,927.50770
1539.10000,265.16140,927.66704
1539.20000,265.23891,927.82639
1539.30000,265.31643,927.98573
1539.40000,265.39395,928.14505
1539.50000,265.47149,928.30422
1539.60000,265.54904,928.46357
1539.70000,265.62660,928.62293
1539.80000,265.70417,928.78226
1539.90000,265.78175,928.94153
1540.00000,265.85934,929.10088
1540.10000,265.93694,929.26023
1540.20000,266.01455,929.41963
1540.30000,266.09217,929.57896
1540.40000,266.16980,929.73838
1540.50000,266.24744,929.89775
1540.60000,266.32509,930.05711
1540.70000,266.40275,930.21662
1540.80000,266.48043,930.37603
1540.90000,266.55811,930.53554
1541.00000,266.63580,930.69491
1541.10000,266.71351,930.85429
1541.20000,266.79122,931.01361
1541.30000,266.86894,931.17307
1541.40000,266.94668,931.33248
1541.50000,267.02442,931.49189
1541.60000,267.10218,931.65124
1541.70000,267.17994,931.81074
1541.80000,267.25772,931.97017
1541.90000,267.33551,932.12987
1542.00000,267.41330,932.28926
1542.10000,267.49111,932.44873
1542.20000,267.56893,932.60820
1542.30000,267.64675,932.76777
1542.40000,267.72459,932.92717
1542.50000,267.80244,933.08675
1542.60000,267.88030,933.24609
1542.70000,267.95817,933.40559
1542.80000,268.03605,933.56515
1542.90000,268.11394,933.72493
1543.00000,268.19184,933.88437
1543.10000,268.26975,934.04404
1543.20000,268.34767,934.20360
1543.30000,268.42560,934.36329
1543.40000,268.50354,934.52282
1543.50000,268.58149,934.68254
1543.60000,268.65945,934.84197
1543.70000,268.73743,935.00165
1543.80000,268.81541,935.16125
1543.90000,268.89340,935.32077
1544.00000,268.97140,935.48022
1544.10000,269.04942,935.63980
1544.20000,269.12744,935.79931
1544.30000,269.20548,935.95912
1544.40000,269.28352,936.11870
1544.50000,269.36158,936.27852
1544.60000,269.43964,936.43826
1544.70000,269.51772,936.59810
